timestamp,title,summary,link,polarity,confidence,scorer_backend
2016-01-01 08:00:00,"Energy, iron ore, precious metals record losses in 2015",The Guardian Nigeria News,https://news.google.com/rss/articles/CBMilwFBVV95cUxNQ0RxcmVKc3dkWXZFcWNJRjR5S2RjZmlJV3RoYlJZeEVkSXVWNVJZeV9ZazlOdmF1SzVySzFFUUVSRkFmRGM2RnBnVHlqOWt5T3Z4LVV2d3BfYkNwcDhKajBjZFJkeU83Uy1pR3VDWmVSckVfRS1na05rRy1CalRtaU8zU3oyNlhIVW5YaFF6U3Nkb3p0Z1JJ?oc=5,-0.9273669123649596,0.9273669123649596,finbert
2016-01-01 08:00:00,Gold price may save Monte di Pietà,Times of Malta,https://news.google.com/rss/articles/CBMif0FVX3lxTE40cnNFOGhGRGhrY29ZZFpMeERSTnotU2x3V0hEQXhocldsSTRfeENVWmw2NTJyTjJ6Z1I3RVp6Unh1RG1Jb3VtNU5WN2FhMXF2T3FWZFhrLW1KaVgtaG1VdjdaR3M3cDJmTUhQcllmZi1INjNjYUV3OTRudTh0NUk?oc=5,0.0,0.8337551355361938,finbert
2016-01-01 08:00:00,Gold Declarations increased in 2015,newssourcegy.com,https://news.google.com/rss/articles/CBMidEFVX3lxTE9fYjBWUldNRGUwRVZzMmhCTzFNQ2NvXzNlZlhnS1FtMHVWWHhLUF83SVFDNlhOM29sM2lfOVgyT2Nhc2Nkc056aFF2aUJQdDRVZ21xZ1Vtb2M2TDloZDJ1Zm9RUmhMaXQtOVVOd3ZmemZONHM5?oc=5,0.0,0.8994157910346985,finbert
2016-01-02 08:00:00,"Watch how easily a £30,000 gold bar crushes under a hydraulic press",Business Insider,https://news.google.com/rss/articles/CBMipgFBVV95cUxQOE4wWmhWekRlZjJvTnpubE5XcUpwZ21VYWVXTWM1Zlh0YWc4LUN0dUh1SXE2UzJzUHNxejNxSW5JMmFmaGhKeFhMU1Fwa0FMWEtlaGJmYktrN0pwM0djck5VTm5UdnhWZ1Z1TU9CblRBRWhNQ2d3bFNkcHA2NDRRcVdLV0dWWXNGeHlYX1BkUXpHTXJVOXozYXZPbWlFM3hmRENXRUN3?oc=5,0.0,0.9314678907394408,finbert
2016-01-04 08:00:00,Profiles in Bullion: Engelhard,CoinWeek,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9KVGYwRGx0Z2g1a0xjeHhwVVJ6Z1AtRWlybVNrREhSQzZITTJMOVBjUlBsVW9GdmdsYTN4ZVgxdE92dGVJU0JxUDRGUTlQUlp2UVZ1OXByWW82ajF6em5SUQ?oc=5,0.0,0.9485445022583008,finbert
2016-01-04 08:00:00,"Gold jumps as stocks, dollar drop, MidEast tensions flare",The Peninsula Qatar,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOeG53ZUgwbThYeWlkUDlSWVN6aXV4REpOMjhuSERfOU10dzY2ODBDYzJvTDZoSGlPVlg2Qzd1cHh4cjMwWkxBWFJER05iWEF6VTNIN2d3RWVMay1BR3lmbWRNeE5CS3ZOei0tQ240RmtzWG05Qnc2QXRWTzlMMGFZeXR6SHpyMUNrT00xVURveE9nWXo3c2NCRjVOMWp0cXI3dzRYNllKbnREQQ?oc=5,-0.7771686315536499,0.7771686315536499,finbert
2016-01-06 08:00:00,Most valuable substances by weight,BullionVault,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPOXVvMGhnbXdaVEY0b2p3Y3VFc0gzLXlIMW9YNHZIbFc2ckI2RWV5ZkVTRmZ1WU11b0tBNTN5d19RNWN6cEJ3ZWhqRkdnY2xlMWQ1dGlETFpIVVFHcGJtdFV6YVd3N2JwQ2VwNlA3WDJTNVpPakQ0X3NfRUdGcmtxXzd5cnB4aHFLLUU4?oc=5,0.0,0.9108421206474304,finbert
2016-01-07 08:00:00,"Gold prices up B300 to B18,900",Bangkok Post,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNVTV2LWtrVWVfeFI2d2h5aDRWSkZ0QWY1NjFCNFJEWUVFQ2hMZzJxdHgxWU9nV3BPNVExaWJnZU5vVkV5NjRMcjc0bFBSQ3ZoYlRyWm0yTVRNVlo2UlV3X3lLcktBLWF1VEh4NnQ0ajZDS3BqUjVkUzZoN3VmeUl4WFhReGhQcUt3?oc=5,0.8957992196083069,0.8957992196083069,finbert
2016-01-09 08:00:00,ICBC Standard Bank buys Deutsche Bank's London gold and silver vault,International Business Times UK,https://news.google.com/rss/articles/CBMingFBVV95cUxNek9yWHVYVjBvVjdEN1lMVUJ1NXBiTWNPcWMyNFQzSVF2eXdtY1dqNVlEN0NOdDZiemJoNXl2X1ZXRzR1OTZTYVVsMUlrUnVHaTZjYzNORkFReUQxZ1NVRUlDLWg4ZHVxVkVzRWI4NWItYlQ0d2FQYjBFSWNrbTB2dDlZMzlQU3BqVHJMMWRxejkybUNKc01HbXNzTHhtUQ?oc=5,0.0,0.8910751342773438,finbert
2016-01-11 08:00:00,Gold prices increase from Wednesday,bdnews24.com,https://news.google.com/rss/articles/CBMic0FVX3lxTFBNcWlVcEg0Q1hibFVRaXJpdTdWcHVJRG9zNTZZWFJTQ1YyVTN2V2xVWnpuTksxQXZEYVNMeW94SGlBbFVrS0U0cmZlWjlaRFoydndtbjN2R3gxX0JjNDVYdDBPbGlHQURWRFVmT1l6SThpOW8?oc=5,0.6762996315956116,0.6762996315956116,finbert
2016-01-11 08:00:00,Why Buy Gold in 2016?,GoldBroker.com,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5vc1hIUkRZMUtKZ09IcUVzQ09BZDZPd190MXNDTU1SYnM5MndQYWZCVWNqNHNTN29fZndfZ3YxZTlSbGVXNGVmd1ZwYWIxWWZUeC1YckFSWW11dTlKVzdSdHZB?oc=5,0.0,0.9365684986114502,finbert
2016-01-11 08:00:00,Investors Fleeing China’s Stock-Market Turmoil Seek Safety in Gold,WSJ,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPYjlNS21uWVF1RVRPeTJ6M0RnSC1TdUxLeUltQ0g2WXRSRFVTTWctZGVTMnBVbkZUa00wQWRWdk5YQnBrRW9jeHhic0NSVkJIdHdPOUtQeFd3eFBBS0lPT3gxdkhTZGprM3I2VTRRbVp0UmpBd2NQVnUyb1lWdG5nTjBscmV2LWxqdnVtX0IxWlVpRzltSE5JSVhySDU3Tzl6YWhIOE5qT1k?oc=5,0.0,0.9042308926582336,finbert
2016-01-12 08:00:00,"Gold slips from 2-month high, silver weakens on global cues",Rediff,https://news.google.com/rss/articles/CBMimwFBVV95cUxOZUhuLVJIaEZyT0hMbHViZUxJOHVjVklTWmpFbUNpQ1g1UHpjRnRiS1dZc3RtaXVUaTFvME9xRTVOb1ZKeGdFOXFKV003cDJualVvQnlJeTRvSEhBYm9wRlR5dkdQckZOdmpaWFhzUlpSVWFjRUVOOFpCWFdsZXBvVkQ5cXQwc3R0RWJTaVVnM2dwZmIwak85eTNPb9IBngFBVV95cUxOQ2hJemVmbFRHdy1JaW51Q1FxVWNIajIzVUdoOUVzQWxBUTF6VFVNSFVNT1Rnclo1WFlkZ2NxelNqM3NweHYyclhpakdXNTRKQXUxLXo1NXVVR1RjM1dhT3ZPZkJXajJOb2ZGNkFSSnBJWVJuWW56eWwwMXY1eHpJRU11ZjNHZDllbzlXbDZZNkw3b2ItVnY1ZWVwa0tCZw?oc=5,-0.9361536502838136,0.9361536502838136,finbert
2016-01-14 08:00:00,London gets first one-stop shop for buying and storing gold bullion,The Guardian,https://news.google.com/rss/articles/CBMitwFBVV95cUxOSVBDZVlua1ZGTmRIWkFjZExoS1dkdUdDRUY4LUI3MWRqS1JDN241MTZjVXBtR1FSX0VHOXlnZXkySy1MZVlERllZOUl4ZzZZamxiYnBQQzZoczc3Q2FMMDZCelRLODg2M2pLaVl5MXFIeHBTNy03Qzh3cElMdXNud1NCdmpBM2hDM3gwM192eVBPZEF1Y2FnVzJmNV8zdGlQVFYtVWh1d0hFenRqMTExZkZ0OXE2Rlk?oc=5,0.0,0.9003664255142212,finbert
2016-01-15 08:00:00,"Kitco Market Data Gold Prices for the three day period ending Thursday January 14, 2016",Stabroek News,https://news.google.com/rss/articles/CBMixwFBVV95cUxQeDJheGg3bDJVM25Ha3pLQ1hqVV92aFpPYzJYMjFGZHJ0cjdrMzBtakVtU3RGR1Y4WE04S2U0SXNPNk9JbmsySDlyYlhneUxQcGRtTXhYbThjazMtbHlhOHVzdVFNOWh2c3h0c2ViWGdNQTQ3LWJ5Ym14a0NUYmV5R1ZVcVhxVW5hUHRYMlBFSGNHQlMzNlZsam5mOUZVV0ticUVJWV95QmJvUFdPZnpRaktKTUdwWXFldXladlBDWWZkTFNYVDBJ?oc=5,0.0,0.9051377177238464,finbert
2016-01-15 08:00:00,Gold is the bright spot in commodities rout but 2016 forecasts are divided,The Guardian,https://news.google.com/rss/articles/CBMilgFBVV95cUxNbXVzUU5yZ0d5MllHdmgxMUFoaEttWTF3MTBUWHd1UE9CZ3B2U3lfQXhVZllzcWxKU2huZ1dtb0ZlMWtnVUVIbnN1RlhNa0FsN1V5VTcwR2JETzVveGJNdHFtRXZmOWpmVE9pb0QyVEVLV1ZHX3RSRjlmM0lIbHFRWEN4dGRTUUliUjhLWldFdnl1T0NyWXc?oc=5,0.0,0.8712863922119141,finbert
2016-01-18 08:00:00,Govt raises tariff value on gold and silver,Rediff,https://news.google.com/rss/articles/CBMimwFBVV95cUxPdnNDTVVJOE5jN3pFcUhlZFFPbER6LV9RcnBSbmFYSTVIRVdpM0VWWVp6Q2FEbU1nakRlbUkwdWpLeE8zd0Q4eC11czNFMEhGN0ZoSUNjM0JfdkFRMkk1bExhd0swMXktbWRLSTBGQ2Y4LWp2M2tCMk53MHg3T0l5OTN0R09yeHo4eXl2RFJDaVFkTE04dXZVdnlvTdIBngFBVV95cUxPXzYxVjFZaFF0d0ZXV2tLUC10TTRlcDcwczJURnJ2OFYxd09vaTl4Rms0S0RyOF9yZVIzUi00N3RQTnhrU09SODFiTUtIcjRkQVJIRTJwS3YtakZkX0k4NFdtbkJHd3RlOE96SEktblhSLVFiamk4YWZuN3Q1VHJBMUtadFQ4ckNia1NmSHJ2cjhTWTh3cEVZX05Gb0tWQQ?oc=5,0.0,0.7261649370193481,finbert
2016-01-19 08:00:00,Gold Miners May Finally Be Worth a Look - U.S. News,Money,https://news.google.com/rss/articles/CBMimgFBVV95cUxOMDQxWVppZngtQy1PMTMyNnl5S0ZHdnJnalpiaU93TnpaOV9hSkZOS3JXMURGQ1ZoX0ZwQzczRVo2T0tVTG5GR2FvZS0wN0N3UUNiQlhDWERpNUk4eHAwTG9OVEE2SUhvZnljX3BfdlZsem1hbHVFa0R2aTB1LVRvOExOanlGQWdhUTFkYXJjLTgzaGluY3ZQYzBR?oc=5,0.0,0.8238168358802795,finbert
2016-01-19 08:00:00,Record Gold Mining Output 7 Years Running,BullionVault,https://news.google.com/rss/articles/CBMirgFBVV95cUxOT3o3YnBZaTVwTG4wcTRCaDZJbm16dWhOV2NRNV9UQ0JuNGpRZVo2dmttR19URnV3Z2FyWlFjc2plZ3RSSVF6MW4zREF4cWdKbVhWVXJMbl8xS1R5bU40YUQxSUZHbW9FX2FzUjZhcF9vQXFqME9SejgxQktqM2ozbl85ejZsZkJLRXdCVHlReTNmZWhnSEhhMFBndmFZSF9jcC1zTG9uRUZHd0xmRkE?oc=5,0.0,0.5528183579444885,finbert
2016-01-19 08:00:00,Subdued prices to boost gold demand,The Peninsula Qatar,https://news.google.com/rss/articles/CBMijAFBVV95cUxOcjUtdWxCb3RSUkJmMGRwX2s2XzRJWUNUQVVlSVJVRHhwY19tNzI5Z1JXOVMtOWYtcVYxRUxaT0JwRGxPREU0VzNDWVNMSlhkT2luemxkYTd5MlNxVUZDSVROODJrNlctZy1TNnZObnRuSE1UWkE1aktncW05dHNDenVwWmdPSDNxLXZJQQ?oc=5,0.0,0.641166090965271,finbert
